336
0,1.014084,4.500000,79
1,1.064286,3.921053,80
2,1.122302,3.466667,82
3,1.189781,3.134615,84
4,1.250000,2.881356,86
5,1.320896,2.681818,88
6,1.386364,2.506849,89
7,1.453846,2.362500,91
8,1.523438,2.241379,93
9,1.600000,2.127660,94
10,1.680328,2.050000,95
11,1.764706,1.962617,96
12,1.853448,1.902655,97
13,1.955357,1.825000,97
14,2.064815,1.769841,98
15,2.252427,1.669065,100
16,1.023715,4.465517,141
17,1.055777,4.140625,142
18,1.086614,3.833333,147
19,1.122530,3.594937,149
20,1.154150,3.395349,152
21,1.185771,3.191489,154
22,1.216535,3.059406,158
23,1.248031,2.908257,160
24,1.280632,2.793103,163
25,1.312253,2.699187,165
26,1.341270,2.600000,167
27,1.373016,2.525548,170
28,1.402390,2.444444,172
29,1.443548,2.386667,173
30,1.473684,2.318471,175
31,1.510204,2.256098,176
32,1.540984,2.211765,178
33,1.574380,2.164773,179
34,1.608333,2.109290,181
35,1.642857,2.068783,182
36,1.682203,2.025510,184
37,1.721030,1.995025,184
38,1.756522,1.951691,185
39,1.801762,1.920188,186
40,1.843750,1.885845,186
41,1.895455,1.853333,187
42,1.930876,1.813853,187
43,1.981221,1.795745,187
44,2.033493,1.763485,187
45,2.082927,1.728745,187
46,2.140000,1.705179,186
47,2.253886,1.660305,187
48,1.055276,4.421052,225
49,1.071253,4.233010,232
50,1.090244,4.063636,237
51,1.110837,3.854701,237
52,1.127711,3.714286,245
53,1.147700,3.563910,247
54,1.156909,3.454545,256
55,1.182464,3.348993,257
56,1.202864,3.230769,258
57,1.213615,3.152439,264
58,1.227907,3.069767,268
59,1.243119,2.994475,274
60,1.263279,2.925134,275
61,1.275626,2.871795,281
62,1.287982,2.811881,284
63,1.308924,2.750000,285
64,1.320542,2.708333,290
65,1.341686,2.653153,291
66,1.347534,2.613044,296
67,1.365471,2.569620,299
68,1.383747,2.522634,300
69,1.396861,2.492000,304
70,1.417607,2.453125,305
71,1.427293,2.416667,309
72,1.443946,2.385185,311
73,1.456180,2.347826,312
74,1.468750,2.325088,316
75,1.488739,2.295139,316
76,1.502252,2.268708,318
77,1.515695,2.245847,322
78,1.529279,2.218954,322
79,1.543820,2.194888,326
80,1.557303,2.172414,327
81,1.574661,2.154799,328
82,1.589165,2.133333,331
83,1.604545,2.113772,331
84,1.621005,2.094395,332
85,1.633257,2.066283,335
86,1.649083,2.054286,334
87,1.665138,2.033613,337
88,1.682870,2.019444,336
89,1.703963,2.002740,337
90,1.713953,1.975871,339
91,1.738824,1.965425,339
92,1.752941,1.945170,341
93,1.772512,1.927835,342
94,1.791367,1.915385,340
95,1.810096,1.891960,342
96,1.832117,1.882500,341
97,1.853301,1.866995,342
98,1.871921,1.849148,342
99,1.895000,1.839806,340
100,1.914787,1.819048,342
101,1.938931,1.809976,340
102,1.959079,1.789720,341
103,1.981912,1.775463,341
104,2.010526,1.768519,338
105,2.034392,1.747727,339
106,2.061995,1.738636,336
107,2.092896,1.725225,336
108,2.121212,1.703540,337
109,2.148876,1.696231,333
110,2.181303,1.677560,334
111,2.244118,1.655098,329
112,1.085653,4.408696,268
113,1.093496,4.269841,284
114,1.115304,4.092308,279
115,1.120316,3.972028,297
116,1.135294,3.834437,302
117,1.159596,3.703226,297
118,1.162476,3.598802,311
119,1.183794,3.482558,308
120,1.197652,3.400000,313
121,1.201507,3.340314,326
122,1.226306,3.234694,322
123,1.222836,3.192308,337
124,1.250000,3.104265,330
125,1.260870,3.059633,335
126,1.260474,3.021834,348
127,1.282528,2.948718,345
128,1.281362,2.918367,358
129,1.304029,2.859438,354
130,1.313297,2.816406,358
131,1.311620,2.790262,370
132,1.333932,2.741697,367
133,1.335664,2.718861,378
134,1.346154,2.682927,379
135,1.363475,2.633562,378
136,1.364421,2.624585,388
137,1.381786,2.578431,386
138,1.392294,2.548077,388
139,1.394511,2.532710,396
140,1.409722,2.498461,395
141,1.408475,2.480597,404
142,1.426117,2.455621,402
143,1.434932,2.436047,405
144,1.434783,2.423729,415
145,1.450848,2.397759,413
146,1.453333,2.382514,420
147,1.462562,2.362903,423
148,1.478921,2.338667,421
149,1.480132,2.322078,429
150,1.494966,2.302325,426
151,1.495049,2.287879,433
152,1.502471,2.268657,436
153,1.516667,2.252475,433
154,1.519802,2.230024,438
155,1.529900,2.219277,437
156,1.536545,2.202381,439
157,1.536184,2.177156,444
158,1.549834,2.164733,442
159,1.542623,2.133787,447
160,1.548440,2.119101,447
161,1.562189,2.107383,446
162,1.555921,2.079121,449
163,1.571429,2.074561,447
164,1.563427,2.040860,450
165,1.564145,2.014831,452
166,1.580699,2.021277,449
167,1.573554,1.987474,452
168,1.589316,1.987474,450
169,1.579470,1.950920,453
170,1.582090,1.935091,453
171,1.597990,1.935091,451
172,1.591667,1.902390,453
173,1.607744,1.902390,451
174,1.610455,1.887352,451
175,1.604027,1.852713,453
176,1.623090,1.859922,451
177,1.620339,1.834933,452
178,1.628620,1.820952,451
179,1.648276,1.831418,449
180,1.644330,1.795497,451
181,1.662609,1.807183,448
182,1.680141,1.807183,447
183,1.667247,1.755963,449
184,1.686067,1.763838,447
185,1.678947,1.724324,449
186,1.708929,1.746350,446
187,1.716338,1.731884,445
188,1.711986,1.696808,447
189,1.740000,1.718133,444
190,1.733696,1.676007,446
191,1.759191,1.690813,443
192,1.772222,1.681898,442
193,1.792135,1.678947,441
194,1.803774,1.671329,439
195,1.798872,1.627551,442
196,1.809074,1.611111,441
197,1.856311,1.645439,436
198,1.851064,1.603015,438
199,1.893069,1.631399,434
200,1.883858,1.587065,436
201,1.906374,1.581818,435
202,1.956967,1.607744,430
203,1.963039,1.577558,431
204,2.006303,1.594324,427
205,2.038461,1.595318,424
206,2.034043,1.551948,427
207,2.122494,1.572607,420
208,1.105973,4.415385,301
209,1.132075,4.218750,281
210,1.148148,4.072993,289
211,1.146617,3.961039,316
212,1.170588,3.826923,307
213,1.166966,3.757226,335
214,1.182640,3.633333,336
215,1.210626,3.524862,324
216,1.203152,3.487310,350
217,1.233766,3.358586,336
218,1.245421,3.300971,342
219,1.238422,3.266968,365
220,1.269091,3.158371,349
221,1.252492,3.154812,379
222,1.286726,3.054622,363
223,1.299824,3.008163,366
224,1.285714,3.011539,391
225,1.308475,2.935361,383
226,1.298722,2.924460,405
227,1.325000,2.859712,393
228,1.335548,2.821053,396
229,1.330144,2.808081,412
230,1.347968,2.763333,408
231,1.341122,2.750799,425
232,1.363200,2.704762,418
233,1.369255,2.674923,423
234,1.363222,2.677612,440
235,1.385580,2.630952,431
236,1.375000,2.616046,447
237,1.383459,2.591549,449
238,1.404615,2.557423,444
239,1.382006,2.532432,458
240,1.413110,2.512195,450
241,1.417933,2.481383,453
242,1.379360,2.433333,466
243,1.412556,2.423077,460
244,1.377713,2.374065,468
245,1.403250,2.357320,464
246,1.400000,2.327628,466
247,1.359886,2.270784,474
248,1.390102,2.268409,469
249,1.349788,2.205069,477
250,1.351695,2.189931,477
251,1.380952,2.189931,473
252,1.395044,2.175000,471
253,1.369099,2.131403,475
254,1.393013,2.126667,472
255,1.384949,2.098684,474
256,1.353607,2.049251,479
257,1.323204,2.004184,484
258,1.347398,2.008386,481
259,1.344101,1.985477,481
260,1.312329,1.939271,487
261,1.305177,1.916000,489
262,1.305177,1.897030,489
263,1.306958,1.882122,489
264,1.325035,1.882122,487
265,1.299864,1.842308,491
266,1.323204,1.852998,488
267,1.298103,1.807547,492
268,1.296346,1.787313,493
269,1.314129,1.797373,490
270,1.296346,1.761029,494
271,1.312329,1.767528,491
272,1.306958,1.748175,492
273,1.310534,1.748175,492
274,1.308743,1.732369,492
275,1.328710,1.741818,489
276,1.308743,1.704626,493
277,1.310534,1.695575,493
278,1.325035,1.701599,491
279,1.303401,1.660312,495
280,1.287634,1.626486,498
