336
0,1.088000,4.387097,76
1,1.152000,3.692308,78
2,1.216000,3.234043,81
3,1.282258,2.890909,83
4,1.346774,2.650794,86
5,1.406504,2.471429,88
6,1.467213,2.294872,89
7,1.528926,2.176471,91
8,1.605042,2.076087,93
9,1.661017,1.960000,94
10,1.747826,1.878505,95
11,1.823009,1.823009,97
12,1.891892,1.750000,98
13,1.981481,1.685039,99
14,2.066667,1.631579,99
15,2.240000,1.534247,100
16,1.104072,4.436364,134
17,1.140272,4.000000,137
18,1.174888,3.638889,141
19,1.205357,3.375000,144
20,1.240000,3.170455,147
21,1.275556,2.989583,150
22,1.303965,2.846154,153
23,1.334802,2.705357,156
24,1.364035,2.613445,159
25,1.394737,2.503937,161
26,1.425439,2.425373,164
27,1.458150,2.347518,166
28,1.488987,2.268456,168
29,1.517699,2.198718,170
30,1.551111,2.141104,171
31,1.577778,2.100592,174
32,1.607143,2.045455,175
33,1.636771,1.994536,177
34,1.666667,1.957672,178
35,1.704545,1.913265,180
36,1.738532,1.876238,181
37,1.773148,1.841346,182
38,1.803738,1.803738,182
39,1.839623,1.772727,183
40,1.875598,1.734513,183
41,1.917476,1.702586,183
42,1.960591,1.672269,184
43,2.000000,1.646091,184
44,2.040609,1.614458,184
45,2.093264,1.590551,184
46,2.142857,1.557692,183
47,2.234973,1.514815,183
48,1.137536,4.411111,216
49,1.160000,4.101010,219
50,1.177465,3.870370,224
51,1.195055,3.686441,232
52,1.211957,3.539683,237
53,1.236264,3.383459,237
54,1.255435,3.253521,242
55,1.268617,3.158940,249
56,1.289544,3.044304,250
57,1.305040,2.963856,255
58,1.319261,2.873563,258
59,1.327320,2.798913,265
60,1.349741,2.742105,267
61,1.358974,2.676768,271
62,1.375959,2.624390,274
63,1.389313,2.563380,277
64,1.409207,2.515982,279
65,1.419192,2.475771,283
66,1.437659,2.424893,284
67,1.451777,2.383333,287
68,1.465823,2.344130,289
69,1.479900,2.309804,294
70,1.491228,2.270992,296
71,1.502500,2.242537,298
72,1.520100,2.208029,299
73,1.532500,2.181495,302
74,1.550251,2.149826,303
75,1.556110,2.122449,306
76,1.573935,2.093333,307
77,1.583541,2.075163,311
78,1.601504,2.054662,312
